SMILES,log IC50,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
Fc1ccc(CC2CCN(C(=O)C(=O)Nc3cc4nc(O)[nH]c4cc3)CC2)cc1,0.69897002,58.325653,0,0,3,4,5,0,15,0,50,4,9,29,19,84.960587,1.6992118,0,0,21,0,1,21,0,4,3,0,0,1.1682355,-2.7812634,-0.63141692,0.65819824,2.7277071,-2.7959769,-0.53764099,0.75295734,2.7566381,-2.5206704,-0.47889328,0.81984103,2.9861352,30.696346,5,0.15625,16,53,2,32,2,6,0.1875,35,0,20.380104,15.690438,12.154336,13.681434,13.974367,9.5118122,6.3876991,8.0656462,0,0,0.84404731,18,0,-0.84302175,-0.44245747,0.075438067,2.7234361,-1.0157642,-0.34667426,0.15889491,2.7619269,-0.52755046,-0.23086014,0.19185483,2.9764061,6.9332795,14.255064,6.0291772,3.1387897,3.0159249,-4.8458905,0,10.431953,10.813017,-0.00000709,12.149195,15.758114,1.0001105,8.2511864,22.203125,10.08,5.8257928,15.815018,7.0858617,4.0556059,3.8642423,7,3,1,0,2.556,-5.37955,10.68735,0,1,22,1,4,6,0,0,0,1.8185854,-1.8185854,0.18434209,0.17177382,128.6765,6.6995511,63.018959,0,0,0,43.339603,33.825527,0,13.566921,0,28.956364,27.133842,0,0.71197903,0.29976094,0.16247799,0.28802097,0.70023906,0.12554298,245.78746,103.48266,56.090206,99.42981,241.73462,43.339603,0.5,1,0,0,0,0,1,0,0,0,1,0,345.21725,0,0,0,345.21725,0,9,0,4,0,0,0.55172414,2.8273699,25.385227,48.43816,73.630981,36.879158,7.5963712,18.868406,0,127.79057,37.736813,22.102634,10.57962,47.724434,60.255184,30.317343,7.5713482,25.055773,180.10751,47.396725,0,98.32,0.38828552,6,3.8938262,9.3717957,345.21725,444.58881,27.133842,0,0,5.6825762,244.12917,43.339603,57.748489,396.422,2689,43,154
Clc1cc(CN[C@@H](P(=O)(O)O)C)c2nc(O)c(O)nc2c1,0.77815127,41.148308,0,0,3,5,8,0,10,0,34,6,14,21,10,70.449745,2.0720513,0,0,11,1,0,13,0,3,5,1,0,1.9778922,-2.5607285,-0.65747589,0.65354139,2.630414,-2.6652188,-0.79280007,0.62292719,2.6739755,-2.3085575,-0.43631759,0.86081868,2.8869858,26.369692,4,0.18181819,11,35,0,22,5,4,0.18181819,24,0,15.784093,12.506222,6.4391575,7.1627722,9.6805592,7.9087396,2.8356042,3.6185918,1,0,1.0232152,10,0,-0.79674375,-0.46250418,0.13872872,2.475657,-1.2945342,-0.43474525,0.006759634,2.5755775,-0.50583351,-0.24241029,0.27862552,2.7497895,10.812183,15.591166,3.4600203,-2.7850883,-0.10703795,-2.2580216,1.2618635,5.9097371,7.9737349,-1.0428022,2.9621041,14,1.2316409,30.556732,17.355371,6.6299357,4.260355,16.399904,6.2464099,4.004807,4.8781199,8,5,1,0,0.73653001,-0.59591001,7.8151331,0,1,11,1,2,4,0,0,0,1.6431613,-1.6431613,0.21266915,0.13117683,33.825527,40.627747,26.999058,0,0,34.119125,13.666999,0,29.581947,0,32.816418,58.552563,0,0,0.6064291,0.4476524,0.21670933,0.39357093,0.5523476,0.17686158,163.85069,120.95093,58.552563,106.33868,149.23846,47.786125,0.5,1,0,0,0,0,1,0,0,0,1,0,270.18939,0,0,0,270.18939,0,5,1,2,0,0,0.42857143,0.50389999,133.8289,33.57106,1.1528039,0,3.185575,0,3.5006065,39.574642,0,115.34291,7.5741901,22.433765,126.95545,18.01075,17.468187,4.2882738,53.725948,0,87.274132,135.8,0.46827638,5.4594316,3.1532438,8.4959288,270.18939,313.29089,11.365152,0,0,0,139.25435,39.566059,91.36898,333.668,934,33,110
Fc1ccc(CC2CCN(C(=O)C(=O)Nc3cc4oc(O)nc4cc3)CC2)cc1,0.77815127,57.360859,0,0,3,4,4,0,15,0,49,2,6,29,18,83.688667,1.707932,0,0,21,0,1,20,0,3,4,0,0,1.1682246,-2.7812617,-0.62176478,0.61451644,2.7277095,-2.7959759,-0.53807992,0.76961672,2.7566381,-2.5206704,-0.46231449,0.75171036,2.9861336,30.85914,5,0.15625,16,52,2,32,2,6,0.1875,34,0,20.380104,15.598686,12.154336,13.681434,13.974367,9.4200611,6.3876991,8.0656462,0,0,0.85186446,18,0,-0.8430081,-0.4303574,0.060336437,2.7185361,-1.0157348,-0.35471615,0.14779155,2.7574906,-0.52755082,-0.23434925,0.19305076,2.9686639,7.0303535,12.156208,6.391511,3.3208487,3.5887983,-5.2146559,0,10.337768,10.648537,-0.99725419,4.4398599,14,1.0191162,3.5159945,22.203125,10.08,5.8257928,16.136017,7.2356482,4.1438761,4.0260186,7,2,1,0,2.7839999,-5.58986,10.564382,0,1,22,1,4,6,0,0,0,1.9958578,-1.9958578,0.18706398,0.20808639,112.868,22.508045,56.319408,8.458519,0,0,45.098572,33.825527,0,13.566921,5.6825762,17.591211,27.133842,2.503756,0.73281527,0.29026765,0.13667469,0.2671847,0.70973235,0.13051003,253.229,100.30383,47.228809,92.327385,245.25255,45.098572,0.5,1,0,0,0,0,1,0,0,0,1,0,345.5564,0,0,0,345.5564,0,9,0,4,0,0,0.51724136,3.0922699,25.385227,48.43816,56.845451,36.879158,7.5963712,28.375751,0,130.48264,37.736813,24.794708,10.37115,57.231777,60.255184,13.531815,10.263422,27.747845,180.10751,47.396725,0,95.669998,0.38828552,6,3.8938262,9.3717957,345.5564,442.84744,32.816418,0,0,5.6825762,237.42963,56.060848,52.065914,397.40601,2689,43,154
P(=O)(O)(O)[C@H](NCc1c2nc(O)c(O)nc2cc(C(F)(F)F)c1)C,0.90309,42.399307,0,0,3,5,8,0,10,0,37,6,14,24,13,80.505096,2.1758132,0,0,12,0,3,13,0,3,5,1,0,2.1015878,-2.5611434,-0.64488894,0.64857554,2.6309431,-2.6653786,-0.7865653,0.54363453,2.6744633,-2.3091035,-0.43358225,0.78089958,2.8872924,29.558691,4,0.16,11,38,0,25,5,5,0.2,27,0,18.284092,13.006222,6.9391575,7.6627722,10.891884,8.1587391,3.0856042,3.9072669,1,0,1.0692203,10,0,-0.7968325,-0.46065697,0.13808164,2.5444651,-1.294543,-0.39755046,0.13953666,2.6390319,-0.50599307,-0.24214494,0.23340496,2.8017101,11.277369,16.3288,4.0492759,-2.6922867,0.069289349,-2.3693206,1.2618138,5.687459,8.1141443,-1.1243411,2.9644179,14,1.5926929,29.962833,20.313601,7.3188691,5.0192595,17.781649,6.3676186,4.3477459,4.7177811,8,5,1,0,1.07929,-0.91816998,7.9001832,0,1,11,1,2,4,0,0,0,2.0585659,-2.0585659,0.20335416,0.10470669,33.825527,38.31654,26.999058,0,0,34.119125,22.7125,0,0,0,68.542328,58.552563,0,0,0.59237945,0.44899124,0.20685007,0.40762055,0.55100876,0.20077048,167.68346,127.09489,58.552563,115.38419,155.97275,56.831627,0.5,1,0,0,0,0,1,0,0,0,1,0,283.06763,0,0,0,283.06763,0,5,1,2,0,0,0.375,1.1808,133.8289,33.57106,1.1528039,0,6.37115,0,7.7595162,39.574642,0,121.07461,7.5850902,22.433765,171.83578,25.770267,17.153154,4.2882738,53.725948,0,48.125488,135.8,0.42571631,5.643856,3.1864858,8.9029512,283.06763,331.19089,11.365152,0,0,0,152.1326,39.566059,91.36898,367.22,1306,39,128
Ic1cc(CN[C@@H](P(=O)(O)O)C)c2nc(O)c(O)nc2c1,0.90309,44.31831,0,0,3,5,8,0,10,0,34,6,14,21,10,70.449745,2.0720513,0,0,11,0,0,13,1,3,5,1,0,1.9778922,-2.5608237,-0.6553449,0.65539604,2.6303744,-2.6653211,-0.79402614,0.62292725,2.6737568,-2.3085279,-0.43474618,0.87238592,2.8872623,29.539692,4,0.18181819,11,35,0,22,5,4,0.18181819,24,0,15.784093,13.907791,6.4391575,7.1627722,9.6805592,8.6095238,2.8356042,3.6185918,1,0,1.2489069,10,0,-0.79677802,-0.46234998,0.13874514,2.4746509,-1.2945343,-0.43562439,0.006759634,2.5701327,-0.50583303,-0.24224176,0.28004941,2.7711587,10.803313,15.402397,3.2956238,-2.4002385,0.25920689,-2.883975,1.2618823,5.9125614,8.6859694,-1.0280745,2.9161854,14,1.160478,30.903179,17.355371,6.6299357,4.260355,17.932831,6.8620853,4.4152169,5.8598385,8,5,1,0,1.33453,-0.85314,8.6539145,0,1,11,1,2,4,0,0,0,1.6034546,-1.6034546,0.21793553,0.13442542,36.865623,36.108002,26.999058,0,0,34.119125,13.666999,46.990013,0,0,32.816418,58.552563,0,0,0.62833947,0.48357353,0.20464495,0.3716605,0.51642644,0.16701557,179.77911,138.35899,58.552563,106.33868,147.7588,47.786125,0.5,1,0,0,0,0,1,0,0,0,1,0,286.1178,0,0,0,286.1178,0,5,1,2,0,0,0.42857143,0.4551,133.8289,33.57106,2.8124468,0,3.185575,0,0,39.574642,0,132.97627,8.3448896,22.433765,126.95545,19.670393,13.96758,4.2882738,53.725948,0,104.90749,135.8,0.46827638,5.4594316,3.1532438,8.4959288,286.1178,329.90048,11.365152,0,0,0,155.18275,39.566059,91.36898,425.11899,934,33,110
O=C(Nc1cc2oc(O)nc2cc1)C(=O)N1CCC(Cc2ccccc2)CC1,0.90309,57.470654,0,0,2,3,4,0,15,0,49,2,6,28,17,77.888565,1.5895625,0,0,21,0,0,21,0,3,4,0,0,1.1777592,-2.7813509,-0.62114388,0.61918098,2.7276175,-2.7959681,-0.53807992,0.70712066,2.7567093,-2.520669,-0.46235579,0.75158572,2.9861369,30.749348,5,0.16129032,16,52,2,31,2,6,0.19354838,34,0,19.509861,15.298072,12.231687,13.811191,13.58052,9.3203955,6.477016,8.2491493,0,0,0.82025057,17,0,-0.84301692,-0.42047539,0.062008318,2.7162662,-1.0157348,-0.35471657,0.14277051,2.7580295,-0.52754551,-0.23434418,0.19305076,2.9687634,6.6278429,11.533331,5.7686677,3.2814102,3.5493591,-5.4097848,0,10.198994,10.589739,-0.99725419,4.4398623,14,1.0191163,3.5159914,21.240376,9.8712816,5.5867767,15.357053,7.044569,3.9500589,3.8637078,7,2,1,0,2.631,-5.2948799,10.490167,0,1,22,1,4,6,0,0,0,1.7971025,-1.7971025,0.20775282,0.23110026,81.251015,22.508045,47.298565,8.458519,0,0,45.098572,81.251015,0,13.566921,5.6825762,5.6825762,27.133842,2.503756,0.76377678,0.39896169,0.10375001,0.23622322,0.60103828,0.13247322,260.01666,135.82068,35.320175,80.418747,204.61472,45.098572,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,340.43539,0,0,0,340.43539,0,9,0,4,0,0,0.5,2.9531701,25.385227,48.43816,47.724434,36.879158,7.5963712,28.375751,0,148.12582,37.736813,9.8345938,10.37535,57.231777,45.295071,4.4107962,10.263422,27.747845,197.75069,47.396725,0,95.669998,0.39893496,5.9541965,3.8306997,9.2735596,340.43539,436.75433,32.816418,0,0,5.6825762,232.30864,56.060848,52.065914,379.41599,2413,41,148
P(=O)(O)(O)C(OC(=O)C)c1c2nc(O)c(O)nc2cc([N+](=O)[O-])c1,0.908485,40.17593,0,0,3,5,8,0,10,0,34,5,13,24,9,68.416496,2.0122499,0,0,11,0,0,10,0,3,9,1,0,2.3142295,-2.3950658,-0.73178858,0.66362625,2.5851424,-2.3668427,-0.84059471,0.53806102,2.7304065,-2.1597812,-0.43553877,0.87352216,2.8199167,26.14007,4,0.16,11,35,2,25,3,5,0.2,22,0,18.231686,12.745428,6.2320509,7.0330157,11.001926,7.7900414,2.6933756,3.5436769,1,1,1.0689911,9,0,-0.72864753,-0.50006926,0.1680271,2.5209646,-1.2937156,-0.44364378,0.006759634,2.6149704,-0.49157408,-0.24147271,0.28013965,2.7665722,13.271317,16.754749,5.0496459,0.01791941,-0.11002216,-2.5784898,1.2478554,7.8314614,8.2078676,-2.1450114,-8.5492458,14,1.681378,26.469534,20.313601,7.7091413,4.8034024,16.696232,6.2789516,3.8867333,4.3681183,12,4,1,1,0.024529999,-0.97323,7.6950793,1,1,11,1,2,4,1,0,0,2.4232008,-2.4232008,0.14975163,0.10897903,0,37.853561,42.807552,0,0,47.307114,23.64603,0,0,0,27.133842,61.056316,47.497971,0,0.37519687,0.47228333,0.37783983,0.62480313,0.5277167,0.24696329,107.79496,135.68813,108.55428,179.50743,151.61426,70.95314,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,287.3024,0,0,0,287.3024,0,5,1,2,0,0,0.25,-0.2861,115.81815,48.402138,34.862103,50.935009,3.185575,0,0,39.574642,3.6394844,60.511436,7.5497599,64.381485,126.95545,50.935009,16.454262,7.0450215,35.286369,7.7454643,48.125488,195.89,0.42571631,5.643856,2.9739158,8.9368992,287.3024,326.57617,24.932074,0,0,0,97.339699,90.709366,99.253326,359.18698,1196,40,126
Brc1c(C)c([N+](=O)[O-])c2nc(O)c(O)nc2c1,0.93951923,29.398758,0,0,2,2,4,0,10,0,23,2,6,17,9,47.247936,2.0542581,0,1,9,0,0,6,0,3,4,0,0,2.2079928,-2.2225516,-0.617562,0.62990403,2.3242476,-2.1202881,-0.551808,0.60928756,2.4526589,-1.9821196,-0.346315,0.85807204,2.5794549,11.745242,1,0.055555556,11,24,1,18,1,1,0.055555556,12,0,12.740123,10.093876,5.0773501,5.7485585,7.9135914,5.2397265,2.3273504,3.0605135,0,0,1.1462288,7,0,-0.72310507,-0.45841768,0.13710517,2.2892003,-0.80945605,-0.30784291,0.14941028,2.42782,-0.49075225,-0.19530444,0.33823541,2.5650072,8.0059223,6.8712873,1.6539831,2.1802926,2.2203844,-3.4816678,0,6.9998636,6.1567068,-0.46523628,7.0611663,14,2.3436491,8.6218605,13.432098,4.9382715,2.4197531,11.240889,4.083333,1.9817563,2.700017,7,2,1,0,2.5375299,-2.62379,6.003788,1,1,11,1,2,1,0,0,0,1.3196923,-1.3196923,0.22972563,0.1957006,47.469151,6.2365737,6.6995511,6.6995511,0,25.899061,6.6995511,43.624847,0,0,27.133842,11.365152,33.931049,0,0.63897192,0.537893,0.20993952,0.36102808,0.46210703,0.15108855,137.86353,116.05489,45.2962,77.894814,99.703438,32.598614,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,215.75833,0,0,0,215.75833,0,4,1,2,0,0,0.11764706,2.0201199,50.770454,40.656677,0,50.935009,3.185575,3.0551045,0,21.931458,0,91.666054,6.1959,7.0856161,84.341515,53.990112,12.814776,7.0450215,17.643185,0,79.280106,112.06,0.54234898,5.1699252,2.6363521,7.9192882,215.75833,256.51074,11.365152,0,0,0,117.42923,59.830109,38.498993,300.06799,460,30,90
P(=O)(O)(O)[C@H](NCc1c2nc(O)c(O)nc2cc(F)c1)C,0.95424253,39.525311,0,0,3,5,8,0,10,0,34,6,14,21,10,70.449745,2.0720513,0,0,11,0,1,13,0,3,5,1,0,1.9778922,-2.5604453,-0.67001557,0.65110916,2.6305451,-2.6653433,-0.79592437,0.62292707,2.6736524,-2.3086624,-0.46884963,0.81730556,2.8868666,27.152691,4,0.18181819,11,35,0,22,5,4,0.18181819,24,0,15.784093,11.750293,6.4391575,7.1627722,9.6805592,7.5307751,2.8356042,3.6185918,1,0,1.0120867,10,0,-0.7966404,-0.46670851,0.13873868,2.4789789,-1.2945353,-0.43570009,0.006759634,2.5595076,-0.50586838,-0.24523363,0.24565437,2.7416458,10.788124,16.185284,3.9297576,-3.3959329,-0.63793832,-1.7499155,1.261811,5.8266706,7.5981207,-1.1149477,2.9640133,14,1.5532843,29.787123,17.355371,6.6299357,4.260355,15.16256,5.750916,3.6752391,4.1523142,8,5,1,0,0.29753,-0.1566,7.384006,0,1,11,1,2,4,0,0,0,1.7650396,-1.7650396,0.19798407,0.12211824,18.017035,51.916496,36.019901,0,0,34.119125,13.666999,0,0,0,32.816418,70.461197,0,0,0.53992444,0.40183157,0.27414978,0.46007556,0.59816843,0.18592581,138.76985,103.27762,70.461197,118.24732,153.73956,47.786125,0.5,1,0,0,0,0,1,0,0,0,1,0,257.01718,0,0,0,257.01718,0,5,1,2,0,0,0.42857143,-0.0104,133.8289,33.57106,10.273822,0,3.185575,0,0,39.574642,0,91.154381,7.0689902,22.433765,141.91556,27.131769,13.96758,4.2882738,53.725948,0,48.125488,135.8,0.46827638,5.4594316,3.1532438,8.4959288,257.01718,300.4772,11.365152,0,0,0,126.08213,39.566059,91.36898,317.21298,934,33,110
N(CC(c1ccccc1)c1ccccc1)CCCCCCNCCCCCCCCNCCCCCCNCC(c1ccccc1)c1ccccc1,1.0413927,135.55551,0,0,4,5,4,0,24,0,122,4,8,52,48,140.42195,1.1509995,0,0,48,0,0,70,0,4,0,0,0,0.82703865,-2.7382317,-0.62336338,0.65355712,2.6591811,-2.7561557,-0.53807992,0.68583417,2.7816834,-2.4752765,-0.49896511,0.76918054,2.9199724,79.16449,31,0.56363636,24,125,0,55,29,31,0.56363636,101,0,35.991013,32.258057,30.258055,33.162586,25.915815,20.942358,18.113932,21.915815,0,0,0.69135833,35,0,-0.85392845,-0.38987577,0.079322219,2.9086211,-1.1532869,-0.26386139,0.16445385,2.9881513,-0.53437614,-0.21605732,0.18889715,3.1492527,8.4648762,9.87988,8.4898949,-1.0210093,10.585877,-10.955852,0,12.259814,22.23691,3.9938662,14,3.3920631,1.041392,15.978753,44.711407,31.12793,20.661158,37.043678,25.690313,17.006586,18.301226,4,4,0,2,11.956,-9.0536404,22.57865,0,1,24,0,4,31,3,0,0,0.97276175,-0.97276175,0.10008378,0.22415648,221.31892,166.81313,0,0,0,0,0,325.00406,0,0,0,22.730305,0,0,0.96911085,0.47255093,0.030889172,0.030889172,0.52744907,0,713.13611,347.73434,22.730305,22.730305,388.13205,0,0.48571429,0.94444442,0,0,0,0,1,0,0,0,1,0,735.86639,0,0,0,735.86639,0,18,0,4,0,0,0,10.4704,72.042999,0,0,147.51663,12.7423,0,8.8215923,352.86368,264.15768,0,22.557079,0,0,72.042999,21.563892,0,617.02136,147.51663,0,48.119999,0.24540348,6.7813597,5.0221491,11.01918,735.86639,914.94666,0,0,0,0,713.13611,0,22.730305,703.11597,19482,65,238
Clc1c(N(S(=O)(=O)C)Cc2cc(OC)ccc2)c2NC(=O)C(=O)Nc2cc1Cl,1.0791812,54.491894,0,0,3,5,5,0,12,0,43,2,7,28,17,86.874626,2.0203402,0,0,17,2,0,15,0,3,5,0,1,1.8455415,-2.5385792,-0.57169819,0.49376062,2.5261359,-2.5935085,-0.45591572,0.71056092,2.5828247,-2.1820862,-0.34052095,0.8292129,2.8986192,30.846106,5,0.16666667,12,45,2,30,4,5,0.16666667,31,0,20.637465,17.074844,10.093858,11.438793,13.112411,10.469087,4.0022707,5.5244045,0,0,0.97534525,12,0,-0.8084982,-0.46864197,0.010533489,2.6324794,-1.0184228,-0.38305032,0.15889388,2.7563109,-0.48356843,-0.18904987,0.18165979,2.9617641,8.481575,14.864997,8.6134424,3.4047732,3.4206724,-5.5195618,1.3766392,9.5651875,10.667328,-0.059661727,8.1976137,14,1.2911547,0.03704875,22.68,9.0133333,5.0237813,19.689024,7.7817025,4.3203444,5.4719334,8,2,1,0,1.624,-5.13832,10.553546,0,1,17,1,3,4,0,0,0,2.0615747,-2.0615747,0.26692307,0.15895392,80.039139,44.49707,6.6995511,35.658428,0,0,57.283573,18.017035,59.163895,0,0,43.381676,27.133842,2.503756,0.65194839,0.40119937,0.1950416,0.34805161,0.59880066,0.15301,244.07512,150.2002,73.019272,130.30284,224.17776,57.283573,0.5,1,0,0,0,0,1,0,0,0,1,0,374.37796,0,0,0,374.37796,0,6,0,3,0,0,0.71428573,3.1252,12.518449,94.710754,54.365173,0,3.185575,67.075043,7.0012131,88.215919,0,110.25053,10.79472,95.896118,10.999887,1.5185606,15.430216,44.291744,106.6555,10.517568,152.01308,104.81,0.38983503,5.9068904,3.2698288,9.3684263,374.37796,440.02368,61.654121,0,0,11.365152,265.354,36.004669,73.019272,444.29498,1859,49,150
O=C(N1CCC(Cc2ccccc2)CC1)c1[nH]c2c(c1)ccc(O)c2,1.0791812,55.433445,0,0,2,3,2,0,15,0,47,2,4,25,20,66.719513,1.4195641,0,0,21,0,0,22,0,2,2,0,0,1.2231365,-2.7825596,-0.62807274,0.67083734,2.7253251,-2.7880638,-0.52445406,0.77313823,2.7575932,-2.5207775,-0.48668984,0.81923121,2.9849584,27.648554,4,0.14285715,16,50,1,28,2,4,0.14285715,33,0,17.225405,14.111712,12.309036,13.940947,12.186673,8.8381596,7.0543661,9.0656462,0,0,0.76791829,15,0,-0.84911191,-0.40609604,0.073491268,2.7440858,-0.95909512,-0.29533538,0.15925467,2.8093565,-0.52763623,-0.22778286,0.18448402,3.0059161,2.8992534,9.6989622,5.1960855,4.0082579,4.0088673,-5.1613331,0,9.0809956,9.9173298,-0.004197002,9.3752346,14,1.0275322,0.00250737,18.367348,8.3471403,4.4659748,13.339184,5.9747171,3.1619461,3.1879141,4,2,1,0,4.0279999,-4.27742,9.9092274,0,1,22,1,4,5,0,0,0,1.0425504,-1.0425504,0.26351961,0.30224693,115.07654,6.6995511,55.757084,0,0,12.949531,0,81.251015,0,0,13.566921,5.6825762,13.566921,0,0.89427346,0.37454402,0.06320633,0.10572653,0.62545598,0.042520195,272.3511,114.06743,19.249496,32.199028,190.48271,12.949531,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,304.55014,0,0,0,304.55014,0,8,0,4,0,0,0.83999997,3.96837,25.385227,8.3830976,16.78553,36.879158,34.215336,18.868406,0,163.50577,37.736813,5.2434282,9.8737001,23.862217,28.509541,21.196325,11.185751,4.7171016,215.39388,42.137939,0,56.330002,0.43513325,5.8073549,3.6447282,8.9467115,304.55014,406.60968,13.566921,0,0,5.6825762,258.78418,12.949531,32.816418,334.41901,1701,37,134
Clc1c(C)c(N(S(=O)(=O)C)CCO)c2NC(=O)C(=O)Nc2c1,1.1461281,42.8451,0,0,2,3,5,0,6,0,36,3,8,22,11,73.430252,2.0397294,0,0,12,1,0,14,0,3,5,0,1,2.3193662,-2.5787311,-0.54190552,0.44415352,2.5567119,-2.7015984,-0.47721812,0.51566643,2.5594423,-2.2549493,-0.29604891,0.61410338,2.9137697,27.416899,4,0.17391305,6,37,2,23,5,4,0.17391305,29,0,16.654337,13.377623,7.4915638,8.1627722,10.162921,8.4310751,2.8273504,3.5605135,0,0,1.0023249,9,0,-0.80891043,-0.45043996,0.045376148,2.5949595,-1.0188029,-0.46781287,0.04166444,2.6654761,-0.51101905,-0.18939014,0.18521531,2.914628,8.523366,15.209562,7.6303864,0.98417193,0.99954778,-3.056489,1.3764573,6.1392975,8.2100992,-0.06143409,8.1840868,14,1.297533,0.038160063,18.340265,6.8571429,3.7530863,16.033949,5.9543724,3.2430077,4.3396411,8,3,1,0,-1.145,-2.54368,7.9933248,0,1,11,1,2,3,0,0,0,1.8647095,-1.8647095,0.29509836,0.13935827,62.022102,31.518805,6.6995511,22.058474,0,0,57.283573,2.2085397,29.581947,0,0,56.948597,27.133842,0,0.52153188,0.39218411,0.28458586,0.47846815,0.60781592,0.19388229,154.08942,115.87292,84.082436,141.36601,179.5825,57.283573,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,295.45544,0,0,0,295.45544,0,5,0,2,0,0,0.27272728,0.29732001,26.903788,94.710754,54.365173,39.365837,3.185575,31.691174,3.5006065,17.643185,0,80.744904,8.2723999,95.896118,25.385227,1.5185606,6.6861815,44.291744,17.643185,49.883404,110.80657,115.81,0.4530769,5.523562,2.8795512,8.6829548,295.45544,332.89304,59.150364,0,0,11.365152,175.36832,36.004669,84.082436,347.77899,926,39,116
